NCBI_ID	Title
XM_062073980.1	PREDICTED: Apis cerana 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1 (LOC107999048), transcript variant X6, mRNA
XM_017058692.3	PREDICTED: Apis cerana 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1 (LOC107999048), transcript variant X5, mRNA
XM_062073979.1	PREDICTED: Apis cerana 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1 (LOC107999048), transcript variant X4, mRNA
XM_017058691.3	PREDICTED: Apis cerana 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1 (LOC107999048), transcript variant X3, mRNA
XM_062073978.1	PREDICTED: Apis cerana 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1 (LOC107999048), transcript variant X2, mRNA
XM_017058689.3	PREDICTED: Apis cerana 1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1 (LOC107999048), transcript variant X1, mRNA
XM_062073925.1	PREDICTED: Apis cerana rap guanine nucleotide exchange factor 2 (LOC107995623), transcript variant X28, mRNA
XR_009829483.1	PREDICTED: Apis cerana uncharacterized LOC107999939 (LOC107999939), transcript variant X5, misc_RNA
XR_009829482.1	PREDICTED: Apis cerana uncharacterized LOC107999939 (LOC107999939), transcript variant X4, misc_RNA
XR_009829481.1	PREDICTED: Apis cerana uncharacterized LOC107999939 (LOC107999939), transcript variant X3, misc_RNA
XR_009829480.1	PREDICTED: Apis cerana uncharacterized LOC107999939 (LOC107999939), transcript variant X2, misc_RNA
XM_017060010.3	PREDICTED: Apis cerana uncharacterized LOC107999939 (LOC107999939), transcript variant X1, mRNA
XR_009829297.1	PREDICTED: Apis cerana E3 ubiquitin-protein ligase HERC2 (LOC108004082), transcript variant X3, misc_RNA
XM_017066743.3	PREDICTED: Apis cerana E3 ubiquitin-protein ligase HERC2 (LOC108004082), transcript variant X2, mRNA
XM_017066744.3	PREDICTED: Apis cerana E3 ubiquitin-protein ligase HERC2 (LOC108004082), transcript variant X1, mRNA
XM_062073039.1	PREDICTED: Apis cerana protein split ends (LOC108001871), transcript variant X7, mRNA
XM_062072782.1	PREDICTED: Apis cerana titin-like (LOC107998154), transcript variant X3, mRNA
XM_062072781.1	PREDICTED: Apis cerana titin-like (LOC107998154), transcript variant X2, mRNA
XM_062072780.1	PREDICTED: Apis cerana titin-like (LOC107998154), transcript variant X1, mRNA
XM_062072756.1	PREDICTED: Apis cerana protein Tob1 (LOC107998101), transcript variant X2, mRNA
XM_062072755.1	PREDICTED: Apis cerana protein Tob1 (LOC107998101), transcript variant X1, mRNA
XM_062072738.1	PREDICTED: Apis cerana phosphatase and actin regulator 4 (LOC107998112), transcript variant X19, mRNA
XM_062072737.1	PREDICTED: Apis cerana phosphatase and actin regulator 4 (LOC107998112), transcript variant X18, mRNA
XM_062072736.1	PREDICTED: Apis cerana phosphatase and actin regulator 4 (LOC107998112), transcript variant X17, mRNA
XM_062072735.1	PREDICTED: Apis cerana phosphatase and actin regulator 4 (LOC107998112), transcript variant X16, mRNA
XM_062072734.1	PREDICTED: Apis cerana phosphatase and actin regulator 4 (LOC107998112), transcript variant X15, mRNA
XM_062072733.1	PREDICTED: Apis cerana phosphatase and actin regulator 4 (LOC107998112), transcript variant X14, mRNA
XM_062072731.1	PREDICTED: Apis cerana phosphatase and actin regulator 4 (LOC107998112), transcript variant X12, mRNA
XM_062072730.1	PREDICTED: Apis cerana phosphatase and actin regulator 4 (LOC107998112), transcript variant X11, mRNA
XM_062072729.1	PREDICTED: Apis cerana phosphatase and actin regulator 4 (LOC107998112), transcript variant X10, mRNA
XM_062072727.1	PREDICTED: Apis cerana phosphatase and actin regulator 4 (LOC107998112), transcript variant X9, mRNA
XM_062072726.1	PREDICTED: Apis cerana phosphatase and actin regulator 4 (LOC107998112), transcript variant X8, mRNA
XM_062072724.1	PREDICTED: Apis cerana phosphatase and actin regulator 4 (LOC107998112), transcript variant X6, mRNA
XM_062072723.1	PREDICTED: Apis cerana phosphatase and actin regulator 4 (LOC107998112), transcript variant X5, mRNA
XM_062072722.1	PREDICTED: Apis cerana phosphatase and actin regulator 4 (LOC107998112), transcript variant X4, mRNA
XM_062072721.1	PREDICTED: Apis cerana phosphatase and actin regulator 4 (LOC107998112), transcript variant X3, mRNA
XM_062072720.1	PREDICTED: Apis cerana phosphatase and actin regulator 4 (LOC107998112), transcript variant X2, mRNA
XM_062072719.1	PREDICTED: Apis cerana phosphatase and actin regulator 4 (LOC107998112), transcript variant X1, mRNA
XM_028665683.2	PREDICTED: Apis cerana uncharacterized LOC107995718 (LOC107995718), transcript variant X9, mRNA
XM_062072242.1	PREDICTED: Apis cerana uncharacterized LOC107995718 (LOC107995718), transcript variant X8, mRNA
XM_062072240.1	PREDICTED: Apis cerana uncharacterized LOC107995718 (LOC107995718), transcript variant X7, mRNA
XM_062072239.1	PREDICTED: Apis cerana uncharacterized LOC107995718 (LOC107995718), transcript variant X6, mRNA
XM_062072237.1	PREDICTED: Apis cerana uncharacterized LOC107995718 (LOC107995718), transcript variant X4, mRNA
XR_009829025.1	PREDICTED: Apis cerana uncharacterized LOC107997139 (LOC107997139), transcript variant X9, ncRNA
XR_009829024.1	PREDICTED: Apis cerana uncharacterized LOC107997139 (LOC107997139), transcript variant X8, ncRNA
XR_009829022.1	PREDICTED: Apis cerana uncharacterized LOC107997139 (LOC107997139), transcript variant X6, ncRNA
XR_009829021.1	PREDICTED: Apis cerana uncharacterized LOC107997139 (LOC107997139), transcript variant X5, ncRNA
XR_009829020.1	PREDICTED: Apis cerana uncharacterized LOC107997139 (LOC107997139), transcript variant X4, ncRNA
XR_003697516.2	PREDICTED: Apis cerana uncharacterized LOC107997139 (LOC107997139), transcript variant X3, ncRNA
XR_009829019.1	PREDICTED: Apis cerana uncharacterized LOC107997139 (LOC107997139), transcript variant X2, ncRNA
XR_009829018.1	PREDICTED: Apis cerana uncharacterized LOC107997139 (LOC107997139), transcript variant X1, ncRNA
XM_028666350.2	PREDICTED: Apis cerana uncharacterized LOC107997064 (LOC107997064), transcript variant X12, mRNA
XM_062072151.1	PREDICTED: Apis cerana insulin-like growth factor-binding protein complex acid labile subunit (LOC107992647), transcript variant X4, mRNA
XM_062072150.1	PREDICTED: Apis cerana insulin-like growth factor-binding protein complex acid labile subunit (LOC107992647), transcript variant X3, mRNA
XM_062072149.1	PREDICTED: Apis cerana insulin-like growth factor-binding protein complex acid labile subunit (LOC107992647), transcript variant X2, mRNA
XM_062072148.1	PREDICTED: Apis cerana insulin-like growth factor-binding protein complex acid labile subunit (LOC107992647), transcript variant X1, mRNA
XR_009828987.1	PREDICTED: Apis cerana uncharacterized LOC133665742 (LOC133665742), ncRNA
XR_009828960.1	PREDICTED: Apis cerana uncharacterized LOC133665715 (LOC133665715), ncRNA
XR_009828941.1	PREDICTED: Apis cerana toll-like receptor 7 (LOC107995379), transcript variant X16, misc_RNA
XM_062071830.1	PREDICTED: Apis cerana putative transcription factor capicua (LOC107997543), transcript variant X24, mRNA
XM_062071828.1	PREDICTED: Apis cerana putative transcription factor capicua (LOC107997543), transcript variant X22, mRNA
XM_062071827.1	PREDICTED: Apis cerana putative transcription factor capicua (LOC107997543), transcript variant X21, mRNA
XM_062071826.1	PREDICTED: Apis cerana putative transcription factor capicua (LOC107997543), transcript variant X20, mRNA
XM_062071823.1	PREDICTED: Apis cerana putative transcription factor capicua (LOC107997543), transcript variant X17, mRNA
XM_062071822.1	PREDICTED: Apis cerana putative transcription factor capicua (LOC107997543), transcript variant X16, mRNA
XM_062071820.1	PREDICTED: Apis cerana putative transcription factor capicua (LOC107997543), transcript variant X14, mRNA
XM_062071818.1	PREDICTED: Apis cerana putative transcription factor capicua (LOC107997543), transcript variant X12, mRNA
XM_062071813.1	PREDICTED: Apis cerana putative transcription factor capicua (LOC107997543), transcript variant X7, mRNA
XM_062071812.1	PREDICTED: Apis cerana putative transcription factor capicua (LOC107997543), transcript variant X6, mRNA
XM_062071811.1	PREDICTED: Apis cerana putative transcription factor capicua (LOC107997543), transcript variant X5, mRNA
XM_062071809.1	PREDICTED: Apis cerana putative transcription factor capicua (LOC107997543), transcript variant X3, mRNA
XM_062071808.1	PREDICTED: Apis cerana putative transcription factor capicua (LOC107997543), transcript variant X2, mRNA
XM_062071689.1	PREDICTED: Apis cerana uncharacterized LOC108002819 (LOC108002819), transcript variant X1, mRNA
XM_062071414.1	PREDICTED: Apis cerana homeodomain-interacting protein kinase 2 (LOC108002696), transcript variant X32, mRNA
XM_062070945.1	PREDICTED: Apis cerana RNA-binding protein Musashi homolog Rbp6 (LOC107996734), transcript variant X13, mRNA
XM_062070944.1	PREDICTED: Apis cerana RNA-binding protein Musashi homolog Rbp6 (LOC107996734), transcript variant X12, mRNA
XM_062070942.1	PREDICTED: Apis cerana RNA-binding protein Musashi homolog Rbp6 (LOC107996734), transcript variant X10, mRNA
XM_062070939.1	PREDICTED: Apis cerana RNA-binding protein Musashi homolog Rbp6 (LOC107996734), transcript variant X7, mRNA
XM_062070938.1	PREDICTED: Apis cerana RNA-binding protein Musashi homolog Rbp6 (LOC107996734), transcript variant X6, mRNA
XM_062070936.1	PREDICTED: Apis cerana RNA-binding protein Musashi homolog Rbp6 (LOC107996734), transcript variant X4, mRNA
XM_062070935.1	PREDICTED: Apis cerana RNA-binding protein Musashi homolog Rbp6 (LOC107996734), transcript variant X3, mRNA
XR_009828789.1	PREDICTED: Apis cerana RNA-binding protein Musashi homolog Rbp6 (LOC107996734), transcript variant X2, misc_RNA
XM_062070934.1	PREDICTED: Apis cerana RNA-binding protein Musashi homolog Rbp6 (LOC107996734), transcript variant X1, mRNA
XM_062070859.1	PREDICTED: Apis cerana heterogeneous nuclear ribonucleoprotein L-like (LOC108002432), transcript variant X3, mRNA
XM_062070858.1	PREDICTED: Apis cerana heterogeneous nuclear ribonucleoprotein L-like (LOC108002432), transcript variant X2, mRNA
XM_062070857.1	PREDICTED: Apis cerana heterogeneous nuclear ribonucleoprotein L-like (LOC108002432), transcript variant X1, mRNA
XM_062087052.1	PREDICTED: Apis cerana homeobox protein MSX-2 (LOC108001977), transcript variant X2, mRNA
XM_062087051.1	PREDICTED: Apis cerana homeobox protein MSX-2 (LOC108001977), transcript variant X1, mRNA
XM_062086800.1	PREDICTED: Apis cerana bromodomain adjacent to zinc finger domain protein 2B (LOC108002081), transcript variant X10, mRNA
XM_062086779.1	PREDICTED: Apis cerana bromodomain adjacent to zinc finger domain protein 2B (LOC108002081), transcript variant X7, mRNA
XM_062086026.1	PREDICTED: Apis cerana lachesin-like (LOC108002059), transcript variant X11, mRNA
XM_062086002.1	PREDICTED: Apis cerana lachesin-like (LOC108002059), transcript variant X3, mRNA
XR_009832734.1	PREDICTED: Apis cerana uncharacterized LOC133667336 (LOC133667336), ncRNA
XM_062085010.1	PREDICTED: Apis cerana protein muscleblind (LOC107992839), transcript variant X5, mRNA
XM_062085004.1	PREDICTED: Apis cerana protein muscleblind (LOC107992839), transcript variant X4, mRNA
XM_062084996.1	PREDICTED: Apis cerana protein muscleblind (LOC107992839), transcript variant X3, mRNA
XM_062084985.1	PREDICTED: Apis cerana protein muscleblind (LOC107992839), transcript variant X2, mRNA
XM_062084979.1	PREDICTED: Apis cerana protein muscleblind (LOC107992839), transcript variant X1, mRNA
XM_028664298.2	PREDICTED: Apis cerana glycogen-binding subunit 76A (LOC107992741), transcript variant X5, mRNA
XM_028664297.2	PREDICTED: Apis cerana glycogen-binding subunit 76A (LOC107992741), transcript variant X2, mRNA
XR_009832225.1	PREDICTED: Apis cerana uncharacterized LOC133667080 (LOC133667080), transcript variant X5, ncRNA
XR_009832212.1	PREDICTED: Apis cerana uncharacterized LOC133667075 (LOC133667075), ncRNA
XM_062082973.1	PREDICTED: Apis cerana E3 ubiquitin-protein ligase MYCBP2 (LOC107992715), transcript variant X16, mRNA
XM_062082970.1	PREDICTED: Apis cerana E3 ubiquitin-protein ligase MYCBP2 (LOC107992715), transcript variant X15, mRNA
XM_062082967.1	PREDICTED: Apis cerana E3 ubiquitin-protein ligase MYCBP2 (LOC107992715), transcript variant X14, mRNA
XM_062082965.1	PREDICTED: Apis cerana E3 ubiquitin-protein ligase MYCBP2 (LOC107992715), transcript variant X13, mRNA
XM_062082958.1	PREDICTED: Apis cerana E3 ubiquitin-protein ligase MYCBP2 (LOC107992715), transcript variant X12, mRNA
XM_062082956.1	PREDICTED: Apis cerana E3 ubiquitin-protein ligase MYCBP2 (LOC107992715), transcript variant X11, mRNA
XM_062082952.1	PREDICTED: Apis cerana E3 ubiquitin-protein ligase MYCBP2 (LOC107992715), transcript variant X10, mRNA
XM_062082946.1	PREDICTED: Apis cerana E3 ubiquitin-protein ligase MYCBP2 (LOC107992715), transcript variant X9, mRNA
XM_062082938.1	PREDICTED: Apis cerana E3 ubiquitin-protein ligase MYCBP2 (LOC107992715), transcript variant X8, mRNA
XM_062082932.1	PREDICTED: Apis cerana E3 ubiquitin-protein ligase MYCBP2 (LOC107992715), transcript variant X7, mRNA
XM_062082925.1	PREDICTED: Apis cerana E3 ubiquitin-protein ligase MYCBP2 (LOC107992715), transcript variant X6, mRNA
XM_062082915.1	PREDICTED: Apis cerana E3 ubiquitin-protein ligase MYCBP2 (LOC107992715), transcript variant X5, mRNA
XM_062082911.1	PREDICTED: Apis cerana E3 ubiquitin-protein ligase MYCBP2 (LOC107992715), transcript variant X4, mRNA
XM_062082906.1	PREDICTED: Apis cerana E3 ubiquitin-protein ligase MYCBP2 (LOC107992715), transcript variant X3, mRNA
XM_062082902.1	PREDICTED: Apis cerana E3 ubiquitin-protein ligase MYCBP2 (LOC107992715), transcript variant X2, mRNA
XM_062082895.1	PREDICTED: Apis cerana E3 ubiquitin-protein ligase MYCBP2 (LOC107992715), transcript variant X1, mRNA
XR_009831926.1	PREDICTED: Apis cerana uncharacterized LOC107994795 (LOC107994795), ncRNA
XM_062081286.1	PREDICTED: Apis cerana teneurin-m (LOC107994843), transcript variant X15, mRNA
XM_062081279.1	PREDICTED: Apis cerana teneurin-m (LOC107994843), transcript variant X14, mRNA
XM_062081268.1	PREDICTED: Apis cerana teneurin-m (LOC107994843), transcript variant X13, mRNA
XM_062081257.1	PREDICTED: Apis cerana teneurin-m (LOC107994843), transcript variant X12, mRNA
XM_062081247.1	PREDICTED: Apis cerana teneurin-m (LOC107994843), transcript variant X11, mRNA
XM_062081245.1	PREDICTED: Apis cerana teneurin-m (LOC107994843), transcript variant X10, mRNA
XM_062081238.1	PREDICTED: Apis cerana teneurin-m (LOC107994843), transcript variant X9, mRNA
XM_062081234.1	PREDICTED: Apis cerana teneurin-m (LOC107994843), transcript variant X8, mRNA
XM_062081233.1	PREDICTED: Apis cerana teneurin-m (LOC107994843), transcript variant X7, mRNA
XM_062081226.1	PREDICTED: Apis cerana teneurin-m (LOC107994843), transcript variant X6, mRNA
XM_062081219.1	PREDICTED: Apis cerana teneurin-m (LOC107994843), transcript variant X5, mRNA
XM_062081213.1	PREDICTED: Apis cerana teneurin-m (LOC107994843), transcript variant X4, mRNA
XM_062081206.1	PREDICTED: Apis cerana teneurin-m (LOC107994843), transcript variant X3, mRNA
XM_062081198.1	PREDICTED: Apis cerana teneurin-m (LOC107994843), transcript variant X2, mRNA
XM_062081197.1	PREDICTED: Apis cerana teneurin-m (LOC107994843), transcript variant X1, mRNA
XM_017051779.3	PREDICTED: Apis cerana flotillin-2 (LOC107994734), transcript variant X7, mRNA
XM_062080984.1	PREDICTED: Apis cerana flotillin-2 (LOC107994734), transcript variant X5, mRNA
XM_062080969.1	PREDICTED: Apis cerana flotillin-2 (LOC107994734), transcript variant X3, mRNA
XM_062080964.1	PREDICTED: Apis cerana flotillin-2 (LOC107994734), transcript variant X2, mRNA
XM_028665358.2	PREDICTED: Apis cerana max-binding protein MNT (LOC107994726), transcript variant X5, mRNA
XM_062080845.1	PREDICTED: Apis cerana max-binding protein MNT (LOC107994726), transcript variant X1, mRNA
XR_009831380.1	PREDICTED: Apis cerana uncharacterized LOC107994853 (LOC107994853), transcript variant X10, ncRNA
XR_009831379.1	PREDICTED: Apis cerana uncharacterized LOC107994853 (LOC107994853), transcript variant X9, ncRNA
XR_009831378.1	PREDICTED: Apis cerana uncharacterized LOC107994853 (LOC107994853), transcript variant X8, ncRNA
XR_009831377.1	PREDICTED: Apis cerana uncharacterized LOC107994853 (LOC107994853), transcript variant X7, ncRNA
XR_009831376.1	PREDICTED: Apis cerana uncharacterized LOC107994853 (LOC107994853), transcript variant X6, ncRNA
XR_009831375.1	PREDICTED: Apis cerana uncharacterized LOC107994853 (LOC107994853), transcript variant X5, ncRNA
XR_001765414.3	PREDICTED: Apis cerana uncharacterized LOC107994853 (LOC107994853), transcript variant X4, ncRNA
XR_009831374.1	PREDICTED: Apis cerana uncharacterized LOC107994853 (LOC107994853), transcript variant X3, ncRNA
XR_009831373.1	PREDICTED: Apis cerana uncharacterized LOC107994853 (LOC107994853), transcript variant X2, ncRNA
XR_009831372.1	PREDICTED: Apis cerana uncharacterized LOC107994853 (LOC107994853), transcript variant X1, ncRNA
XR_009830580.1	PREDICTED: Apis cerana uncharacterized LOC108002423 (LOC108002423), transcript variant X7, ncRNA
XR_009830578.1	PREDICTED: Apis cerana uncharacterized LOC108002423 (LOC108002423), transcript variant X6, ncRNA
XR_009830574.1	PREDICTED: Apis cerana uncharacterized LOC108002423 (LOC108002423), transcript variant X5, ncRNA
XR_009830546.1	PREDICTED: Apis cerana uncharacterized LOC108002423 (LOC108002423), transcript variant X1, ncRNA
OR897030.1	Apis cerana isolate GZ1 mitochondrion, complete genome
OR897033.1	Apis cerana isolate GZ3 mitochondrion, complete genome
OR897032.1	Apis cerana isolate GZ2 mitochondrion, complete genome
OP689704.1	Apis cerana mitochondrion, complete genome
NC_014295.1	Apis cerana mitochondrion, complete genome
LC640352.1	Apis cerana AcR9 mitochondrial DNA, complete genome
LC640351.1	Apis cerana AcR8 mitochondrial DNA, complete genome
LC640350.1	Apis cerana AcR7 mitochondrial DNA, complete genome
LC640349.1	Apis cerana AcR6 mitochondrial DNA, complete genome
LC640348.1	Apis cerana AcR5 mitochondrial DNA, complete genome
LC640347.1	Apis cerana AcR3 mitochondrial DNA, complete genome
LC640346.1	Apis cerana AcR2 mitochondrial DNA, complete genome
LC640345.1	Apis cerana AcR1 mitochondrial DNA, complete genome
MW309837.1	Apis cerana voucher Kwon Hyung Wook mitochondrion, complete genome
AP018431.1	Apis cerana mitochondrial DNA, complete genome
KX908206.1	Apis cerana mitochondrion, complete genome
AP017984.2	Apis cerana mitochondrial DNA, complete sequence
AP017983.2	Apis cerana cerana mitochondrial DNA, complete sequence
AP017985.1	Apis cerana japonica mitochondrial DNA, complete sequence
AP018149.1	Apis cerana mitochondrial DNA, complete genome
KZ288519.1	Apis cerana cerana breed Wufu Mountain unplaced genomic scaffold Scaffold_342, whole genome shotgun sequence
KZ288534.1	Apis cerana cerana breed Wufu Mountain unplaced genomic scaffold Scaffold_359, whole genome shotgun sequence
KZ288539.1	Apis cerana cerana breed Wufu Mountain unplaced genomic scaffold Scaffold_365, whole genome shotgun sequence
KZ288542.1	Apis cerana cerana breed Wufu Mountain unplaced genomic scaffold Scaffold_370, whole genome shotgun sequence
KZ288543.1	Apis cerana cerana breed Wufu Mountain unplaced genomic scaffold Scaffold_371, whole genome shotgun sequence
KZ288546.1	Apis cerana cerana breed Wufu Mountain unplaced genomic scaffold Scaffold_374, whole genome shotgun sequence
KZ288605.1	Apis cerana cerana breed Wufu Mountain unplaced genomic scaffold Scaffold_445, whole genome shotgun sequence
AP017941.1	Apis cerana japonica mitochondrial DNA, complete genome
AP017314.1	Apis cerana japonica mitochondrial DNA, complete genome
GQ162109.1	Apis cerana mitochondrion, complete genome
KM244704.1	Apis cerana isolate CL24 mitochondrion, partial genome
