Project_ID	Original_Sequence_ID	Year	Country_abbr	Country_Eng	Region_Kor	Region_Eng	Region_Abbr	Final_Haplogroup	Q0	Q1	Source_Group
WF7	WF7	2019.0	CN	China	후베이	Hubei	HB	N	0.0	0.0	Overseas_Reference
WF8	WF8	2019.0	CN	China	후베이	Hubei	HB	N	0.0	0.0	Overseas_Reference
WF9	WF9	2019.0	CN	China	후베이	Hubei	HB	N	0.0	0.0	Overseas_Reference
YS1	YS1	2019.0	CN	China	후베이	Hubei	HB	N	0.0	0.0	Overseas_Reference
YS2	YS2	2019.0	CN	China	후베이	Hubei	HB	N	0.0	0.0	Overseas_Reference
YS3	YS3	2019.0	CN	China	후베이	Hubei	HB	N	0.0	0.0	Overseas_Reference
YS4	YS4	2019.0	CN	China	후베이	Hubei	HB	N	0.0	0.0	Overseas_Reference
SNJ3	SNJ3	2019.0	CN	China	후베이	Hubei	HB	N	0.0	0.0	Overseas_Reference
SNJ4	SNJ4	2019.0	CN	China	후베이	Hubei	HB	N	0.0	0.0	Overseas_Reference
SNJ5	SNJ5	2019.0	CN	China	후베이	Hubei	HB	N	0.0	0.0	Overseas_Reference
SNJ6	SNJ6	2019.0	CN	China	후베이	Hubei	HB	N	0.0	0.0	Overseas_Reference
SNJ7	SNJ7	2019.0	CN	China	후베이	Hubei	HB	N	0.0	0.0	Overseas_Reference
SNJ8	SNJ8	2019.0	CN	China	후베이	Hubei	HB	N	0.0	0.0	Overseas_Reference
MX08	MX08	2014.0	CN	China	간쑤	Gansu	GS	N	0.0	0.0	Overseas_Reference
MX02	MX02	2014.0	CN	China	간쑤	Gansu	GS	N	0.0	0.0	Overseas_Reference
XS01	XS01	2014.0	CN	China	윈난	Yunnan	YN	N	0.0	0.0	Overseas_Reference
XS03	XS03	2014.0	CN	China	윈난	Yunnan	YN	N	0.0	0.0	Overseas_Reference
XS08	XS08	2014.0	CN	China	윈난	Yunnan	YN	N	0.0	0.0	Overseas_Reference
XS09	XS09	2014.0	CN	China	윈난	Yunnan	YN	N	0.0	0.0	Overseas_Reference
ME05	ME05	2014.0	CN	China	쓰촨	Sichuan	SC	N	0.0	0.0	Overseas_Reference
ME01	ME01	2014.0	CN	China	쓰촨	Sichuan	SC	N	0.0	0.0	Overseas_Reference
GY05	GY05	2014.0	CN	China	닝샤	Ningxia	NX	N	0.0	0.0	Overseas_Reference
DQ02	DQ02	2014.0	CN	China	윈난	Yunnan	YN	B	0.0	0.0	Overseas_Reference
DQ03	DQ03	2014.0	CN	China	윈난	Yunnan	YN	B	0.0	0.0	Overseas_Reference
DQ04	DQ04	2014.0	CN	China	윈난	Yunnan	YN	B	0.0	0.0	Overseas_Reference
JZ06	JZ06	2014.0	CN	China	쓰촨	Sichuan	SC	N	0.0	0.0	Overseas_Reference
QY07	QY07	2014.0	CN	China	랴오닝	Liaoning	LN	N	0.0	0.0	Overseas_Reference
QY08	QY08	2014.0	CN	China	랴오닝	Liaoning	LN	N	0.0	0.0	Overseas_Reference
QY05	QY05	2014.0	CN	China	랴오닝	Liaoning	LN	N	0.0	0.0	Overseas_Reference
NY03	NY03	2014.0	CN	China	구이저우	Guizhou	gZ	N	0.0	0.0	Overseas_Reference
BM05	BM05	2014.0	CN	China	티벳	Qinghai-Tibet	QT	N	0.0	0.0	Overseas_Reference
BM04	BM04	2014.0	CN	China	티벳	Qinghai-Tibet	QT	N	0.0	0.0	Overseas_Reference
SJ09	SJ09	2014.0	CN	China	후베이	Hubei	HB	N	0.0	0.0	Overseas_Reference
SJ07	SJ07	2014.0	CN	China	후베이	Hubei	HB	N	0.0	0.0	Overseas_Reference
SN09	SN09	2014.0	CN	China	쓰촨	Sichuan	SC	N	0.0	0.0	Overseas_Reference
QY10	QY10	2014.0	CN	China	랴오닝	Liaoning	LN	N	0.0	0.0	Overseas_Reference
SN08	SN08	2014.0	CN	China	쓰촨	Sichuan	SC	N	0.0	0.0	Overseas_Reference
SN07	SN07	2014.0	CN	China	쓰촨	Sichuan	SC	N	0.0	0.0	Overseas_Reference
AK02	AK02	2014.0	CN	China	산시	Shanxi	SX	N	0.0	0.0	Overseas_Reference
YL10	YL10	2014.0	CN	China	산시	Shanxi	SX	N	0.0	0.0	Overseas_Reference
YL09	YL09	2014.0	CN	China	산시	Shanxi	SX	N	0.0	0.0	Overseas_Reference
YL06	YL06	2014.0	CN	China	산시	Shanxi	SX	N	0.0	0.0	Overseas_Reference
YL02	YL02	2014.0	CN	China	산시	Shanxi	SX	N	0.0	0.0	Overseas_Reference
MY01	MY01	2014.0	CN	China	산둥	Shandong	SD	N	0.0	0.0	Overseas_Reference
XA06	XA06	2014.0	CN	China	산시	Shanxi	SX	N	0.0	0.0	Overseas_Reference
MX05	MX05	2014.0	CN	China	간쑤	Gansu	GS	N	0.0	0.0	Overseas_Reference
MX01	MX01	2014.0	CN	China	간쑤	Gansu	GS	N	0.0	0.0	Overseas_Reference
ME09	ME09	2014.0	CN	China	쓰촨	Sichuan	SC	N	0.0	0.0	Overseas_Reference
ME06	ME06	2014.0	CN	China	쓰촨	Sichuan	SC	N	0.0	0.0	Overseas_Reference
ME08	ME08	2014.0	CN	China	쓰촨	Sichuan	SC	N	0.0	0.0	Overseas_Reference
GY03	GY03	2014.0	CN	China	닝샤	Ningxia	NX	N	0.0	0.0	Overseas_Reference
GY06	GY06	2014.0	CN	China	닝샤	Ningxia	NX	N	0.0	0.0	Overseas_Reference
GY09	GY09	2014.0	CN	China	닝샤	Ningxia	NX	N	0.0	0.0	Overseas_Reference
DQ01	DQ01	2014.0	CN	China	윈난	Yunnan	YN	B	0.0	0.0	Overseas_Reference
DQ10	DQ10	2014.0	CN	China	윈난	Yunnan	YN	B	0.0	0.0	Overseas_Reference
NY01	NY01	2014.0	CN	China	귀주	Guizhou	GZ	B	0.0	0.0	Overseas_Reference
BM09	BM09	2016.0	CN	China	티벳	Qinghai-Tibet	QT	B	0.0	0.0	Overseas_Reference
BM10	BM10	2016.0	CN	China	티벳	Qinghai-Tibet	QT	N	0.0	0.0	Overseas_Reference
BM07	BM07	2016.0	CN	China	티벳	Qinghai-Tibet	QT	B	0.0	0.0	Overseas_Reference
BM06	BM06	2016.0	CN	China	티벳	Qinghai-Tibet	QT	N	0.0	0.0	Overseas_Reference
BM01	BM01	2014.0	CN	China	티벳	Qinghai-Tibet	QT	N	0.0	0.0	Overseas_Reference
BM02	BM02	2014.0	CN	China	티벳	Qinghai-Tibet	QT	N	0.0	0.0	Overseas_Reference
SJ06	SJ06	2014.0	CN	China	후베이	Hubei	HB	N	0.0	0.0	Overseas_Reference
QY09	QY09	2014.0	CN	China	랴오닝	Liaoning	LN	N	0.0	0.0	Overseas_Reference
AK09	AK09	2014.0	CN	China	산시	Shanxi	SX	N	0.0	0.0	Overseas_Reference
AK06	AK06	2014.0	CN	China	산시	Shanxi	SX	N	0.0	0.0	Overseas_Reference
YL03	YL03	2014.0	CN	China	산시	Shanxi	SX	N	0.0	0.0	Overseas_Reference
YL01	YL01	2014.0	CN	China	산시	Shanxi	SX	N	0.0	0.0	Overseas_Reference
MY02	MY02	2014.0	CN	China	산둥	Shandong	SD	N	0.0	0.0	Overseas_Reference
XA09	XA09	2014.0	CN	China	산시	Shanxi	SX	N	0.0	0.0	Overseas_Reference
XA01	XA01	2014.0	CN	China	산시	Shanxi	SX	N	0.0	0.0	Overseas_Reference
XA05	XA05	2014.0	CN	China	산시	Shanxi	SX	N	0.0	0.0	Overseas_Reference
XA07	XA07	2014.0	CN	China	산시	Shanxi	SX	N	0.0	0.0	Overseas_Reference
XA08	XA08	2014.0	CN	China	산시	Shanxi	SX	N	0.0	0.0	Overseas_Reference
DB:2	DB:2	2019.0	TH	Thailand	치앙마이	Chiang Mai	TH-50	N	0.0	0.0	Overseas_Reference
DC:1	DC:1	2019.0	TH	Thailand	치앙마이	Chiang Mai	TH-50	N	0.0	0.0	Overseas_Reference
CA:3	CA:3	2019.0	TH	Thailand	치앙마이	Chiang Mai	TH-50	N	0.0	0.0	Overseas_Reference
CB:1	CB:1	2019.0	TH	Thailand	치앙마이	Chiang Mai	TH-50	B	0.0	0.0	Overseas_Reference
CC:4	CC:4	2019.0	TH	Thailand	치앙마이	Chiang Mai	TH-50	N	0.0	0.0	Overseas_Reference
DA:3	DA:3	2019.0	TH	Thailand	치앙마이	Chiang Mai	TH-50	N	0.0	0.0	Overseas_Reference
GSTS:1	GSTS:1	2019.0	CN	China	간쑤	Gansu	GS	N	0.0	0.0	Overseas_Reference
GSTS:4	GSTS:4	2019.0	CN	China	간쑤	Gansu	GS	N	0.0	0.0	Overseas_Reference
GSTS:3	GSTS:3	2019.0	CN	China	간쑤	Gansu	GS	N	0.0	0.0	Overseas_Reference
GSTS:6	GSTS:6	2019.0	CN	China	간쑤	Gansu	GS	N	0.0	0.0	Overseas_Reference
GSTS:5	GSTS:5	2019.0	CN	China	간쑤	Gansu	GS	N	0.0	0.0	Overseas_Reference
GSTS:8	GSTS:8	2019.0	CN	China	간쑤	Gansu	GS	N	0.0	0.0	Overseas_Reference
GSTS:7	GSTS:7	2019.0	CN	China	간쑤	Gansu	GS	N	0.0	0.0	Overseas_Reference
GSTS:10	GSTS:10	2019.0	CN	China	간쑤	Gansu	GS	N	0.0	0.0	Overseas_Reference
GSTS:9	GSTS:9	2019.0	CN	China	간쑤	Gansu	GS	N	0.0	0.0	Overseas_Reference
YNLJ:3	YNLJ:3	2019.0	CN	China	윈난	Yunnan	YN	B	0.0	0.0	Overseas_Reference
YNLJ:2	YNLJ:2	2019.0	CN	China	윈난	Yunnan	YN	B	0.0	0.0	Overseas_Reference
YNLJ:8	YNLJ:8	2019.0	CN	China	윈난	Yunnan	YN	B	0.0	0.0	Overseas_Reference
YNLJ:5	YNLJ:5	2019.0	CN	China	윈난	Yunnan	YN	B	0.0	0.0	Overseas_Reference
YNLJ:6	YNLJ:6	2019.0	CN	China	윈난	Yunnan	YN	B	0.0	0.0	Overseas_Reference
YNLJ:9	YNLJ:9	2019.0	CN	China	윈난	Yunnan	YN	B	0.0	0.0	Overseas_Reference
YNLJ:10	YNLJ:10	2019.0	CN	China	윈난	Yunnan	YN	B	0.0	0.0	Overseas_Reference
XTBG:17	XTBG:17	2019.0	CN	China	윈난	Yunnan	YN	N	0.0	0.0	Overseas_Reference
XTBG:16	XTBG:16	2019.0	CN	China	윈난	Yunnan	YN	N	0.0	0.0	Overseas_Reference
XTBG:14	XTBG:14	2019.0	CN	China	윈난	Yunnan	YN	N	0.0	0.0	Overseas_Reference
XTBG:11	XTBG:11	2019.0	CN	China	윈난	Yunnan	YN	N	0.0	0.0	Overseas_Reference
XTBG:7	XTBG:7	2019.0	CN	China	윈난	Yunnan	YN	N	0.0	0.0	Overseas_Reference
XTBG:5	XTBG:5	2019.0	CN	China	윈난	Yunnan	YN	B	0.0	0.0	Overseas_Reference
YNDQG:8	YNDQG:8	2019.0	CN	China	윈난	Yunnan	YN	B	0.0	0.0	Overseas_Reference
YNDQG:9	YNDQG:9	2019.0	CN	China	윈난	Yunnan	YN	B	0.0	0.0	Overseas_Reference
YNDQG:7	YNDQG:7	2019.0	CN	China	윈난	Yunnan	YN	B	0.0	0.0	Overseas_Reference
YNDQG:6	YNDQG:6	2019.0	CN	China	윈난	Yunnan	YN	B	0.0	0.0	Overseas_Reference
YNDQG:4	YNDQG:4	2019.0	CN	China	윈난	Yunnan	YN	B	0.0	0.0	Overseas_Reference
YNDQG:3	YNDQG:3	2019.0	CN	China	윈난	Yunnan	YN	B	0.0	0.0	Overseas_Reference
YNDQG:2	YNDQG:2	2019.0	CN	China	윈난	Yunnan	YN	B	0.0	0.0	Overseas_Reference
YNDQG:11	YNDQG:11	2019.0	CN	China	윈난	Yunnan	YN	B	0.0	0.0	Overseas_Reference
YNDQG:10	YNDQG:10	2019.0	CN	China	윈난	Yunnan	YN	B	0.0	0.0	Overseas_Reference
YNHK:8	YNHK:8	2019.0	CN	China	윈난	Yunnan	YN	N	0.0	0.0	Overseas_Reference
YNHK:9	YNHK:9	2019.0	CN	China	윈난	Yunnan	YN	N	0.0	0.0	Overseas_Reference
YNHK:10	YNHK:10	2019.0	CN	China	윈난	Yunnan	YN	N	0.0	0.0	Overseas_Reference
YNHK:7	YNHK:7	2019.0	CN	China	윈난	Yunnan	YN	N	0.0	0.0	Overseas_Reference
YNHK:11	YNHK:11	2019.0	CN	China	윈난	Yunnan	YN	N	0.0	0.0	Overseas_Reference
YNHK:12	YNHK:12	2019.0	CN	China	윈난	Yunnan	YN	N	0.0	0.0	Overseas_Reference
YNHK:15	YNHK:15	2019.0	CN	China	윈난	Yunnan	YN	N	0.0	0.0	Overseas_Reference
YNHK:16	YNHK:16	2019.0	CN	China	윈난	Yunnan	YN	N	0.0	0.0	Overseas_Reference
YNHK:17	YNHK:17	2019.0	CN	China	윈난	Yunnan	YN	N	0.0	0.0	Overseas_Reference
YNHK:2	YNHK:2	2019.0	CN	China	윈난	Yunnan	YN	N	0.0	0.0	Overseas_Reference
YNHK:6	YNHK:6	2019.0	CN	China	윈난	Yunnan	YN	N	0.0	0.0	Overseas_Reference
YNKM:16	YNKM:16	2019.0	CN	China	윈난	Yunnan	YN	N	0.0	0.0	Overseas_Reference
YNHK:4	YNHK:4	2019.0	CN	China	윈난	Yunnan	YN	N	0.0	0.0	Overseas_Reference
YNHK:3	YNHK:3	2019.0	CN	China	윈난	Yunnan	YN	N	0.0	0.0	Overseas_Reference
YNKM:8	YNKM:8	2019.0	CN	China	윈난	Yunnan	YN	B	0.0	0.0	Overseas_Reference
YNKM:3	YNKM:3	2019.0	CN	China	윈난	Yunnan	YN	B	0.0	0.0	Overseas_Reference
YNKM:14	YNKM:14	2019.0	CN	China	윈난	Yunnan	YN	B	0.0	0.0	Overseas_Reference
YNKM:11	YNKM:11	2019.0	CN	China	윈난	Yunnan	YN	B	0.0	0.0	Overseas_Reference
XTBG:9	XTBG:9	2019.0	CN	China	윈난	Yunnan	YN	N	0.0	0.0	Overseas_Reference
XTBG:10	XTBG:10	2019.0	CN	China	윈난	Yunnan	YN	N	0.0	0.0	Overseas_Reference
XTBG:20	XTBG:20	2019.0	CN	China	윈난	Yunnan	YN	N	0.0	0.0	Overseas_Reference
CL100065708_L01_527	CL100065708_L01_527	2002.0	CN	China	후베이	Hubei	HB	N	0.0	0.0	Overseas_Reference
CL100063132_L01_505	CL100063132_L01_505	2013.0	CN	China	허난	Henan	HA	N	0.0	0.0	Overseas_Reference
CL100033396_L01_32	CL100033396_L01_32	2013.0	CN	China	허난	Henan	HA	N	0.0	0.0	Overseas_Reference
CL100033396_L01_27	CL100033396_L01_27	2015.0	CN	China	귀주	Guizhou	GZ	N	0.0	0.0	Overseas_Reference
CL100065709_L02_544	CL100065709_L02_544	2014.0	CN	China	귀주	Guizhou	GZ	N	0.0	0.0	Overseas_Reference
CL100063132_L01_532	CL100063132_L01_532	2014.0	CN	China	귀주	Guizhou	GZ	N	0.0	0.0	Overseas_Reference
CL100065709_L02_542	CL100065709_L02_542	2015.0	CN	China	귀주	Guizhou	GZ	N	0.0	0.0	Overseas_Reference
CL100065709_L02_541	CL100065709_L02_541	2015.0	CN	China	귀주	Guizhou	GZ	B	0.0	0.0	Overseas_Reference
CL100065708_L01_539	CL100065708_L01_539	2012.0	CN	China	쓰촨	Sichuan	SC	N	0.0	0.0	Overseas_Reference
CL100065709_L01_533	CL100065709_L01_533	2015.0	CN	China	귀주	Guizhou	GZ	N	0.0	0.0	Overseas_Reference
CL100033396_L01_24	CL100033396_L01_24	2014.0	CN	China	광시	Guangxi	GX	N	0.0	0.0	Overseas_Reference
CL100065708_L02_509	CL100065708_L02_509	2014.0	CN	China	광시	Guangxi	GX	N	0.0	0.0	Overseas_Reference
CL100033396_L01_23	CL100033396_L01_23	2004.0	CN	China	광시	Guangxi	GX	N	0.0	0.0	Overseas_Reference
CL100063036_L02_511	CL100063036_L02_511	2004.0	CN	China	광시	Guangxi	GX	N	0.0	0.0	Overseas_Reference
CL100033396_L01_31	CL100033396_L01_31	2013.0	CN	China	광동	Guangdong	GD	N	0.0	0.0	Overseas_Reference
CL100065708_L01_538	CL100065708_L01_538	2012.0	CN	China	쓰촨	Sichuan	SC	N	0.0	0.0	Overseas_Reference
CL100065709_L01_538	CL100065709_L01_538	2014.0	CN	China	간수	Gansu	GS	N	0.0	0.0	Overseas_Reference
CL100065708_L01_520	CL100065708_L01_520	2007.0	CN	China	푸젠	Fujian	FJ	N	0.0	0.0	Overseas_Reference
CL100033396_L01_41	CL100033396_L01_41	2008.0	CN	China	쓰촨	Sichuan	SC	N	0.0	0.0	Overseas_Reference
CL100065709_L01_505	CL100065709_L01_505	2007.0	CN	China	푸젠	Fujian	FJ	N	0.0	0.0	Overseas_Reference
CL100063036_L01_532	CL100063036_L01_532	2017.0	CN	China	티벳	Qinghai-Tibet	QT	B	0.0	0.0	Overseas_Reference
CL100065709_L02_519	CL100065709_L02_519	2008.0	CN	China	쓰촨	Sichuan	SC	N	0.0	0.0	Overseas_Reference
CL100063036_L02_535	CL100063036_L02_535	2017.0	CN	China	티벳	Qinghai-Tibet	QT	B	0.0	0.0	Overseas_Reference
CL100065709_L02_534	CL100065709_L02_534	2015.0	CN	China	티벳	Qinghai-Tibet	QT	N	0.0	0.0	Overseas_Reference
CL100033396_L01_26	CL100033396_L01_26	2015.0	CN	China	티벳	Qinghai-Tibet	QT	N	0.0	0.0	Overseas_Reference
CL100033396_L01_37	CL100033396_L01_37	2008.0	TW	Taiwan	타이완	Taiwan	TW	T	0.0	0.0	Overseas_Reference
CL100065709_L02_522	CL100065709_L02_522	2008.0	TW	Taiwan	타이완	Taiwan	TW	T	0.0	0.0	Overseas_Reference
CL100065709_L02_523	CL100065709_L02_523	2008.0	TW	Taiwan	타이완	Taiwan	TW	T	0.0	0.0	Overseas_Reference
CL100065709_L02_524	CL100065709_L02_524	2008.0	TW	Taiwan	타이완	Taiwan	TW	T	0.0	0.0	Overseas_Reference
CL100065709_L02_525	CL100065709_L02_525	2008.0	TW	Taiwan	타이완	Taiwan	TW	T	0.0	0.0	Overseas_Reference
B14777	B14777	2018.0	TW	Taiwan	타이완	Taiwan	TW	T	0.0	0.0	Overseas_Reference
B14772	B14772	2018.0	TW	Taiwan	타이완	Taiwan	TW	T	0.0	0.0	Overseas_Reference
B14771	B14771	2018.0	TW	Taiwan	타이완	Taiwan	TW	T	0.0	0.0	Overseas_Reference
B14755	B14755	2018.0	TW	Taiwan	타이완	Taiwan	TW	T	0.0	0.0	Overseas_Reference
B14753	B14753	2018.0	TW	Taiwan	타이완	Taiwan	TW	T	0.0	0.0	Overseas_Reference
CL100065709_L01_545	CL100065709_L01_545	2015.0	CN	China	티벳	Qinghai-Tibet	QT	B	0.0	0.0	Overseas_Reference
CL100063036_L02_505	CL100063036_L02_505	2017.0	CN	China	티벳	Qinghai-Tibet	QT	N	0.0	0.0	Overseas_Reference
CL100065708_L02_504	CL100065708_L02_504	2017.0	CN	China	티벳	Qinghai-Tibet	QT	N	0.0	0.0	Overseas_Reference
B2187	B2187	2018.0	CN	China	티벳	Qinghai-Tibet	QT	N	0.0	0.0	Overseas_Reference
B2124	B2124	2017.0	CN	China	티벳	Qinghai-Tibet	QT	N	0.0	0.0	Overseas_Reference
B2086	B2086	2018.0	CN	China	티벳	Qinghai-Tibet	QT	N	0.0	0.0	Overseas_Reference
B2037	B2037	2018.0	CN	China	티벳	Qinghai-Tibet	QT	N	0.0	0.0	Overseas_Reference
B2007	B2007	2018.0	CN	China	티벳	Qinghai-Tibet	QT	N	0.0	0.0	Overseas_Reference
B1992	B1992	2017.0	CN	China	티벳	Qinghai-Tibet	QT	N	0.0	0.0	Overseas_Reference
CL100065709_L02_536	CL100065709_L02_536	2015.0	CN	China	티벳	Qinghai-Tibet	QT	N	0.0	0.0	Overseas_Reference
CL100033396_L01_35	CL100033396_L01_35	2008.0	CN	China	쓰촨	Sichuan	SC	N	0.0	0.0	Overseas_Reference
B1978	B1978	2017.0	CN	China	티벳	Qinghai-Tibet	QT	N	0.0	0.0	Overseas_Reference
B1950	B1950	2018.0	CN	China	티벳	Qinghai-Tibet	QT	N	0.0	0.0	Overseas_Reference
B1936	B1936	2017.0	CN	China	티벳	Qinghai-Tibet	QT	N	0.0	0.0	Overseas_Reference
B13871	B13871	2018.0	CN	China	티벳	Qinghai-Tibet	QT	N	0.0	0.0	Overseas_Reference
CL100033396_L01_20	CL100033396_L01_20	2004.0	KP	Rep. Korea		South Pyongan		K	0.0	0.0	Overseas_Reference
CL100065708_L01_531	CL100065708_L01_531	2017.0	CN	China		Jilin	JL	K	0.0	0.0	Overseas_Reference
CL100033396_L01_21	CL100033396_L01_21	2002.0	CN	China		Jilin	JL	K	0.0	0.0	Overseas_Reference
CL100033396_L01_34	CL100033396_L01_34	2008.0	CN	China	티벳	Qinghai-Tibet	QT	N	0.0	0.0	Overseas_Reference
CL100065708_L01_534	CL100065708_L01_534	2017.0	CN	China		Jilin	JL	K	0.0	0.0	Overseas_Reference
CL100065708_L01_536	CL100065708_L01_536	2017.0	CN	China		Jilin	JL	K	0.0	0.0	Overseas_Reference
CL100065708_L02_502	CL100065708_L02_502	2015.0	CN	China		Jilin	JL	K	0.0	0.0	Overseas_Reference
CL100033396_L01_25	CL100033396_L01_25	2007.0	CN	China		Jilin	JL	K	0.0	0.0	Overseas_Reference
CL100063008_L02_4	CL100063008_L02_4	2017.0	MY	Malaysia	세랑고르	Selangor		L	0.0	0.0	Overseas_Reference
CL100063008_L02_28	CL100063008_L02_28	2017.0	MY	Malaysia	세랑고르	Selangor		L	0.0	0.0	Overseas_Reference
CL100063008_L02_3	CL100063008_L02_3	2017.0	MY	Malaysia	세랑고르	Selangor		L	0.0	0.0	Overseas_Reference
CL100075149_L01_529	CL100075149_L01_529	2014.0	MY	Malaysia	쿠알라룸푸르	Kuala Lumpur		L	0.0	0.0	Overseas_Reference
CL100075149_L01_532	CL100075149_L01_532	2014.0	MY	Malaysia	조호르	Johor		L	0.0	0.0	Overseas_Reference
CL100075149_L01_531	CL100075149_L01_531	2014.0	MY	Malaysia	조호르	Johor		L	0.0	0.0	Overseas_Reference
B14556	B14556	2018.0	CN	China	하이난	Hainan	HI	N	0.0	0.0	Overseas_Reference
B14571	B14571	2018.0	CN	China	하이난	Hainan	HI	N	0.0	0.0	Overseas_Reference
B14570	B14570	2018.0	CN	China	하이난	Hainan	HI	N	0.0	0.0	Overseas_Reference
B14537	B14537	2018.0	CN	China	하이난	Hainan	HI	N	0.0	0.0	Overseas_Reference
B14549	B14549	2018.0	CN	China	하이난	Hainan	HI	N	0.0	0.0	Overseas_Reference
CL100063036_L02_516	CL100063036_L02_516	2004.0	CN	China	하이난	Hainan	HI	N	0.0	0.0	Overseas_Reference
CL100063036_L02_513	CL100063036_L02_513	2004.0	CN	China	하이난	Hainan	HI	N	0.0	0.0	Overseas_Reference
CL100033396_L01_28	CL100033396_L01_28	2007.0	CN	China	하이난	Hainan	HI	N	0.0	0.0	Overseas_Reference
CL100065708_L01_519	CL100065708_L01_519	2007.0	CN	China	하이난	Hainan	HI	N	0.0	0.0	Overseas_Reference
CL100065709_L01_503	CL100065709_L01_503	2007.0	CN	China	하이난	Hainan	HI	N	0.0	0.0	Overseas_Reference
CL100065709_L01_502	CL100065709_L01_502	2007.0	CN	China	하이난	Hainan	HI	N	0.0	0.0	Overseas_Reference
CL100065709_L01_501	CL100065709_L01_501	2007.0	CN	China	하이난	Hainan	HI	N	0.0	0.0	Overseas_Reference
CL100033396_L01_42	CL100033396_L01_42	2014.0	CN	China	쓰촨	Sichuan	SC	N	0.0	0.0	Overseas_Reference
CL100065708_L02_514	CL100065708_L02_514	2015.0	CN	China	하이난	Hainan	HI	N	0.0	0.0	Overseas_Reference
CL100065708_L02_513	CL100065708_L02_513	2015.0	CN	China	하이난	Hainan	HI	N	0.0	0.0	Overseas_Reference
CL100063008_L02_17	CL100063008_L02_17	2017.0	CN	China	하이난	Hainan	HI	N	0.0	0.0	Overseas_Reference
CL100063008_L02_18	CL100063008_L02_18	2017.0	CN	China	하이난	Hainan	HI	N	0.0	0.0	Overseas_Reference
CL100063036_L02_514	CL100063036_L02_514	2004.0	CN	China		Hunan	HI	N	0.0	0.0	Overseas_Reference
CL100063008_L02_8	CL100063008_L02_8	2017.0	CN	China	쓰촨	Sichuan	SC	N	0.0	0.0	Overseas_Reference
CL100065708_L02_511	CL100065708_L02_511	2014.0	CN	China		Hunan	Hi	N	0.0	0.0	Overseas_Reference
B14520	B14520	2018.0	VN	Vietnam		Vinh Phuc	VN-70	N	0.0	0.0	Overseas_Reference
B14519	B14519	2018.0	VN	Vietnam		Vinh Phuc	VN-70	N	0.0	0.0	Overseas_Reference
B14518	B14518	2018.0	VN	Vietnam		Vinh Phuc	VN-70	N	0.0	0.0	Overseas_Reference
B14517	B14517	2018.0	VN	Vietnam		Vinh Phuc	VN-70	N	0.0	0.0	Overseas_Reference
B14516	B14516	2018.0	VN	Vietnam		Vinh Phuc	VN-70	N	0.0	0.0	Overseas_Reference
CL100063008_L02_19	CL100063008_L02_19	2017.0	TH	Thailand		Phitsanulok	TH-65	N	0.0	0.0	Overseas_Reference
CL100063008_L02_25	CL100063008_L02_25	2017.0	TH	Thailand		Phitsanulok	TH-65	N	0.0	0.0	Overseas_Reference
CL100063008_L02_20	CL100063008_L02_20	2017.0	TH	Thailand		Phitsanulok	TH-65	N	0.0	0.0	Overseas_Reference
CL100063008_L02_7	CL100063008_L02_7	2017.0	CN	China		Sichuan	SC	N	0.0	0.0	Overseas_Reference
CL100063008_L02_26	CL100063008_L02_26	2017.0	TH	Thailand		Phitsanulok	TH-65	N	0.0	0.0	Overseas_Reference
CL100063008_L02_27	CL100063008_L02_27	2017.0	TH	Thailand		Phitsanulok	TH-65	N	0.0	0.0	Overseas_Reference
CL100063008_L02_22	CL100063008_L02_22	2017.0	TH	Thailand		Phitsanulok	TH-65	N	0.0	0.0	Overseas_Reference
CL100063008_L02_21	CL100063008_L02_21	2017.0	TH	Thailand		Phitsanulok	TH-65	N	0.0	0.0	Overseas_Reference
B14974	B14974	2018.0	TH	Thailand		Bangkok	TH-10	N	0.0	0.0	Overseas_Reference
B14971	B14971	2018.0	TH	Thailand		Bangkok	TH-10	N	0.0	0.0	Overseas_Reference
B14969	B14969	2018.0	TH	Thailand		Bangkok	TH-10	N	0.0	0.0	Overseas_Reference
B14967	B14967	2018.0	TH	Thailand		Bangkok	TH-10	N	0.0	0.0	Overseas_Reference
CL100063008_L02_6	CL100063008_L02_6	2017.0	CN	China		Sichuan	SC	N	0.0	0.0	Overseas_Reference
CL100063132_L01_523	CL100063132_L01_523	2015.0	CN	China		Zhejiang	ZJ	N	0.0	0.0	Overseas_Reference
CL100063132_L01_522	CL100063132_L01_522	2015.0	CN	China		Zhejiang	ZJ	N	0.0	0.0	Overseas_Reference
CL100063132_L01_521	CL100063132_L01_521	2015.0	CN	China		Zhejiang	ZJ	N	0.0	0.0	Overseas_Reference
CL100065708_L02_503	CL100065708_L02_503	2015.0	CN	China		Zhejiang	ZJ	N	0.0	0.0	Overseas_Reference
CL100065709_L02_530	CL100065709_L02_530	2007.0	CN	China		Yunnan	YN	N	0.0	0.0	Overseas_Reference
CL100065709_L02_531	CL100065709_L02_531	2007.0	CN	China		Yunnan	YN	N	0.0	0.0	Overseas_Reference
CL100033396_L01_36	CL100033396_L01_36	2007.0	CN	China		Yunnan	YN	N	0.0	0.0	Overseas_Reference
CL100065708_L02_518	CL100065708_L02_518	2015.0	CN	China		Yunnan	YN	N	0.0	0.0	Overseas_Reference
CL100063008_L02_30	CL100063008_L02_30	2017.0	CN	China		Sichuan	SC	N	0.0	0.0	Overseas_Reference
