Project_ID	Original_Sequence_ID	Year	Country_abbr	Country_Eng	Region_Kor	Region_Eng	Region_Abbr	Final_Haplogroup	Q0	Q1	Source_Group
CL100065708_L02_519	CL100065708_L02_519	2015.0	CN	China		Yunnan	YN	N	0.0	0.0	Overseas_Reference
CL100063132_L01_516	CL100063132_L01_516	2015.0	CN	China		Yunnan	YN	N	0.0	0.0	Overseas_Reference
CL100065708_L02_517	CL100065708_L02_517	2014.0	CN	China		Yunnan	YN	B	0.0	0.0	Overseas_Reference
CL100065708_L02_516	CL100065708_L02_516	2014.0	CN	China		Yunnan	YN	B	0.0	0.0	Overseas_Reference
CL100063036_L01_519	CL100063036_L01_519	2007.0	CN	China		Yunnan	YN	B	0.0	0.0	Overseas_Reference
CL100063036_L01_522	CL100063036_L01_522	2007.0	CN	China		Yunnan	YN	B	0.0	0.0	Overseas_Reference
CL100063036_L01_521	CL100063036_L01_521	2007.0	CN	China		Yunnan	YN	B	0.0	0.0	Overseas_Reference
CL100063008_L02_5	CL100063008_L02_5	2017.0	CN	China		Sichuan	SC	N	0.0	0.0	Overseas_Reference
CL100063036_L01_520	CL100063036_L01_520	2007.0	CN	China	윈난	Yunnan	YN	B	0.0	0.0	Overseas_Reference
CL100063036_L01_523	CL100063036_L01_523	2007.0	CN	China	윈난	Yunnan	YN	B	0.0	0.0	Overseas_Reference
CL100063036_L01_516	CL100063036_L01_516	2007.0	CN	China	윈난	Yunnan	YN	B	0.0	0.0	Overseas_Reference
CL100065708_L01_526	CL100065708_L01_526	2007.0	CN	China	윈난	Yunnan	YN	B	0.0	0.0	Overseas_Reference
CL100065708_L01_530	CL100065708_L01_530	2003.0	CN	China	윈난	Yunnan	YN	B	0.0	0.0	Overseas_Reference
CL100065708_L02_521	CL100065708_L02_521	2015.0	CN	China	윈난	Yunnan	YN	N	0.0	0.0	Overseas_Reference
CL100063036_L01_528	CL100063036_L01_528	2007.0	CN	China	윈난	Yunnan	YN	B	0.0	0.0	Overseas_Reference
CL100063036_L01_526	CL100063036_L01_526	2007.0	CN	China	윈난	Yunnan	YN	B	0.0	0.0	Overseas_Reference
CL100063036_L01_525	CL100063036_L01_525	2007.0	CN	China	윈난	Yunnan	YN	B	0.0	0.0	Overseas_Reference
CL100065708_L02_515	CL100065708_L02_515	2014.0	CN	China	윈난	Yunnan	YN	B	0.0	0.0	Overseas_Reference
CL100033396_L01_38	CL100033396_L01_38	2007.0	CN	China	윈난	Yunnan	YN	B	0.0	0.0	Overseas_Reference
CL100065708_L01_541	CL100065708_L01_541	2012.0	CN	China	쓰촨	Sichuan	SC	N	0.0	0.0	Overseas_Reference
CL100063036_L01_515	CL100063036_L01_515	2007.0	CN	China	윈난	Yunnan	YN	B	0.0	0.0	Overseas_Reference
CL100063036_L01_513	CL100063036_L01_513	2007.0	CN	China	윈난	Yunnan	YN	B	0.0	0.0	Overseas_Reference
B13853	B13853	2018.0	CN	China	티벳	Qinghai-Tibet	QT	N	0.0	0.0	Overseas_Reference
B13852	B13852	2018.0	CN	China	티벳	Qinghai-Tibet	QT	N	0.0	0.0	Overseas_Reference
B13851	B13851	2018.0	CN	China	티벳	Qinghai-Tibet	QT	B	0.0	0.0	Overseas_Reference
B13866	B13866	2018.0	CN	China	티벳	Qinghai-Tibet	QT	N	0.0	0.0	Overseas_Reference
B13865	B13865	2018.0	CN	China	티벳	Qinghai-Tibet	QT	N	0.0	0.0	Overseas_Reference
B13864	B13864	2018.0	CN	China	티벳	Qinghai-Tibet	QT	N	0.0	0.0	Overseas_Reference
B13862	B13862	2018.0	CN	China	티벳	Qinghai-Tibet	QT	N	0.0	0.0	Overseas_Reference
CL100065708_L01_547	CL100065708_L01_547	2012.0	CN	China	쓰촨	Sichuan	SC	N	0.0	0.0	Overseas_Reference
B13847	B13847	2018.0	CN	China	티벳	Qinghai-Tibet	QT	N	0.0	0.0	Overseas_Reference
B13846	B13846	2018.0	CN	China	티벳	Qinghai-Tibet	QT	N	0.0	0.0	Overseas_Reference
B5730	B5730	2018.0	CN	China	쓰촨	Sichuan	SC	N	0.0	0.0	Overseas_Reference
B5710	B5710	2018.0	CN	China	쓰촨	Sichuan	SC	N	0.0	0.0	Overseas_Reference
B5698	B5698	2018.0	CN	China	쓰촨	Sichuan	SC	N	0.0	0.0	Overseas_Reference
B5766	B5766	2018.0	CN	China	쓰촨	Sichuan	SC	N	0.0	0.0	Overseas_Reference
CL100065708_L02_531	CL100065708_L02_531	2014.0	CN	China	쓰촨	Sichuan	SC	N	0.0	0.0	Overseas_Reference
CL100063036_L02_548	CL100063036_L02_548	2017.0	CN	China	산시	Shanxi	SX	S	0.0	0.0	Overseas_Reference
CL100065709_L02_501	CL100065709_L02_501	2015.0	CN	China	산동	Shandong	SD	N	0.0	0.0	Overseas_Reference
CL100033396_L01_30	CL100033396_L01_30	2015.0	CN	China	산동	Shandong	SD	N	0.0	0.0	Overseas_Reference
CL100065709_L02_546	CL100065709_L02_546	2013.0	CN	China	산동	Shandong	SD	N	0.0	0.0	Overseas_Reference
CL100033396_L01_29	CL100033396_L01_29	2012.0	CN	China	산시	Shanxi	SX	N	0.0	0.0	Overseas_Reference
CL100063036_L02_510	CL100063036_L02_510	2017.0	CN	China	산시	Shanxi	SX	N	0.0	0.0	Overseas_Reference
CL100065708_L02_527	CL100065708_L02_527	2017.0	CN	China	산시	Shanxi	SX	N	0.0	0.0	Overseas_Reference
CL100065708_L02_528	CL100065708_L02_528	2017.0	CN	China	산시	Shanxi	SX	N	0.0	0.0	Overseas_Reference
CL100065709_L02_521	CL100065709_L02_521	2008.0	CN	China	산시	Shanxi	SX	N	0.0	0.0	Overseas_Reference
CL100065709_L01_508	CL100065709_L01_508	2008.0	CN	China	산시	Shanxi	SX	N	0.0	0.0	Overseas_Reference
CL100065709_L02_520	CL100065709_L02_520	2008.0	CN	China	산시	Shanxi	SX	N	0.0	0.0	Overseas_Reference
CL100065709_L01_507	CL100065709_L01_507	2008.0	CN	China	산시	Shanxi	SX	N	0.0	0.0	Overseas_Reference
CL100063132_L01_503	CL100063132_L01_503	2014.0	CN	China	닝샤	Ningxia	NX	N	0.0	0.0	Overseas_Reference
CL100065709_L01_537	CL100065709_L01_537	2014.0	CN	China	닝샤	Ningxia	NX	N	0.0	0.0	Overseas_Reference
CL100065708_L01_522	CL100065708_L01_522	2007.0	CN	China	장시	Jiangxi	JX	N	0.0	0.0	Overseas_Reference
CL100065708_L01_523	CL100065708_L01_523	2007.0	CN	China	장시	Jiangxi	JX	N	0.0	0.0	Overseas_Reference
CL100065708_L01_544	CL100065708_L01_544	2012.0	CN	China	쓰촨	Sichuan	SC	N	0.0	0.0	Overseas_Reference
CL100063036_L01_507	CL100063036_L01_507	2007.0	CN	China	장시	Jiangxi	JX	N	0.0	0.0	Overseas_Reference
CL100065708_L01_537	CL100065708_L01_537	2012.0	CN	China	쓰촨	Sichuan	SC	N	0.0	0.0	Overseas_Reference
CL100065709_L01_516	CL100065709_L01_516	2008.0	CN	China	쓰촨	Sichuan	SC	N	0.0	0.0	Overseas_Reference
GQ162109.1	GQ162109.1	2009.0	CN	China	운난	Yunnan	YN	N	0.0	0.0	Overseas_Reference
YRUPSC-2021	YRUPSC-2021	2021.0	CN	China	티벳	Qinghai-Tibet	QT	N	0.0	0.0	Overseas_Reference
Ac_R_2025_mt	Ac_R_2025	2025.0	KR	Rep. Korea	전라북도 부안군 격리육종장	Jeollabuk-do	KBU	C	1e-05	0.99999	Korean_Project
Ac_X_2025_mt	Ac_X_2025	2025.0	KR	Rep. Korea	전라북도 부안군 격리육종장	Jeollabuk-do	KBU	C	1e-05	0.99999	Korean_Project
